Grant_ID,Title,Amount,Year,Source_URL
GRANT_00293,"5 Days FDP on ""Data Science Tools for Secure Cloud Computing"".",,2023,
GRANT_00294,"5 Days FDP on ""Big Data Analytics in Healthcare""",,2023,
GRANT_00295,New Opportunities for Emerging 2D Materials in Bioelectronics and Biosensors,,2023,
GRANT_00296,Empowering future 6G: GaN Semiconductor Technology growth towards a sustainable society,,2023,
GRANT_00297,An automated year-round farming without soil and less water for socio-economic backward farmers,,2023,
GRANT_00298,Smart Aeroponics,6000,2023,
GRANT_00299,Modelling and Implementation of a Low Cost CAN Enabled Flex-Fuel Sensor,6000,2023,
GRANT_00300,ATAL Academy Faculty Development Programme on Cyber Security for Industry 4.0,350000,2023,
GRANT_00301,ATAL Academy Faculty Development Programme on SOC Design for Intergrated Sensing and Communication,350000,2023,
GRANT_00302,"ATAL Academy Faculty Development Programme on Quantum Photonics, Computing and Communications dated 18.12.2023 to 23.12.2023",350000,2023,
GRANT_00303,Investigation and optimization of factors influencing the high voltage electrical discharge-based extraction of protein from peanut meal/,3125150,2023,
GRANT_00304,AI - Based Proctoring System for Online Examination (Video Proctoring),500000,2024,
GRANT_00305,Optimizing Big Data processing pipelines: A Comprehensive Investigation into performance Bottlenecks and scalability Challenges,300000,2024,
GRANT_00306,"Investigations of Ge-Sn Alloys Suitable for Photodetector in SWIR Range""",3825700,2024,
GRANT_00307,Digital Detox - User based prevention of Mobile Addiction through Smart Docking System,,2024,
GRANT_00308,"Building Bridges, Creating Opportunities: Rural Tourism for Livelihood and Entrepreneurship Developmentâ",,2024,
GRANT_00309,Designing an innovative automated seed sprouting system catering to the unique needs of elderly and athletic individuals,,2024,
GRANT_00310,Empowering the future GaN Semiconductor for a sustainable society: From Qubits to frontend electronics and MOSFET Physics,,2024,
GRANT_00311,Biochemical inspired remidiation of effluent waste water using poly based biofilter for conventional farming applications,,2024,
GRANT_00312,Establishing a Rural Entrepreneurship Cell and Local Innovation Hub for Sustainable Rural Development: A Student-Led Initiative,100000,2024,
GRANT_00313,"Building Bridges, Creating Opportunities: Rural Tourism for Livelihood and Entrepreneurship Development",100000,2024,
GRANT_00314,Development and Installation of Effective Insect Trapping System in cropfields of channasandra village,100000,2024,
GRANT_00315,Year-Round Farming for Sustainable Livelihoods and Rural Agripreneurship,100000,2024,
GRANT_00316,Popularizing Electronics among School Kids through Basic Attractive Experiments,100000,2024,
GRANT_00317,Setting Up Science Laboratory,100000,2024,
GRANT_00318,"AICTE Approved online ATAL FDP on ""Artificial Intelligence in Satellite Image Processing & Applications""",100000,2024,
GRANT_00319,"Nurturing Women, Nurturing Earth - Eco Friendly Sanitary Napkins",1500000,2024,
GRANT_00320,Empowering Artisans: One-Stop Export Support Platform for PM Vishwakarma 18 Trades,1500000,2024,
GRANT_00321,Samridh: Military advanced AI based Helmet,1500000,2024,
GRANT_00322,Leaf Tissue,1500000,2024,
GRANT_00323,An automated year-round farming without soil and less water for socio-economic backward farmers,2520358,2024,
GRANT_00324,Digital Detox - User based prevention of Mobile Addiction through Smart Docking System,1500000,2024,
GRANT_00325,Providing Game Accessibility to Disabled People and enabling Physical Activities in Computer / Mobile Games through Gestures,1500000,2024,
GRANT_00326,Development of a Solenoid Valve for Pneumatic Actuation System in Seed,2909500,2024,
GRANT_00327,Atmospheric Water Well Generator,700000,2024,
GRANT_00328,ATAL Advanced FDP on Next-Gen System-on-Chip Design for Advanced Semiconductor Solutions during 12.08.24 to 24.08.24,415425,2024,
GRANT_00329,Analysis and assessment of 6G electromagnetic exposer and absorption -A study on Biological aspects,2500000,2024,
GRANT_00330,An IoT device for Remote Monitoring and Classification of species,1531640,2024,
GRANT_00331,"Center for invention, innovation and incubation",600000000,2024,
GRANT_00332,Development of automated detection and grading of cashew kernels using AI approach,1400000,2024,
GRANT_00333,Studies on Use of AI for Replacing Subjective Analysis of Seriplane Test with Objective Analysis,1200000,2024,
GRANT_00334,Field oriented ciontrol (FOC)based BLDC/Stepper motor Drive Electronics,2218112,2025,
GRANT_00335,Field Oriented Control (FOC) based BLDC/Stepper Motor Drive Electronics,2218112,2025,
GRANT_00336,Scan enhancement technique for phased array antennas,2500000,2025,
GRANT_00337,"A shaped Sandwich Lens for enhanced directive gain, with squint compensation in streered beam antennas",1900000,2025,
GRANT_00338,Al Driven Automation For High Precision Defect Detection in Rubber Seal Production,1500000,2025,
GRANT_00339,"AI-Based Automated Threat Prediction, Detection and Incident Response System",2000000,2025,
GRANT_00340,Development of Mobile (Android &amp; iOS) Application and web portal for Bulk Waste Management at MSGP,750000,2025,
GRANT_00341,"Development of Al-driven Sensor Fusion Algorithms for Target Detection, Recognition and Parameter Estimation",9881025,2025,
GRANT_00342,Development Of Digital Demodulator For Variable Data Rate Applications,986300,2025,
GRANT_00343,Smart Tarpulin,1500000,2025,
GRANT_00344,Pulselife: Multiparameter Diagnostic Device,630000,2025,
GRANT_00345,Radar Based Intelligent Human Monitoring System using TI IWR6843,1828200,2025,
GRANT_00346,ECG Rhythm Analysis,850000,2025,
GRANT_00347,Computer Vision Based Recorded Video Analysis System,1357000,2025,
GRANT_00348,AI based virtual assistant to support primary education for rural students in regional language,1000000,2025,
GRANT_00349,"Design, Development & implementation of real / near real time low SNR target detection & tracking system",2496140,2025,
GRANT_00350,FIST PG College - Project,,2024,https://www.indiascienceandtechnology.gov.in/research/fist-pg-college-project-17?field_area_id=2396
GRANT_00351,"Establishment of Community Resilience Resource Centre CRRC in Challekere Block, Chitradurga District, Karnantaka State",,2024,https://www.indiascienceandtechnology.gov.in/research/establishment-community-resilience-resource-centre-crrc-challekere-block-chitradurga-district?field_area_id=2396
GRANT_00352,"Carbon Sequestration and Development of Low Carbon Stabilised Compressed Earth Blocks Utilising Slags, Recycle FInes and CO2",,2024,https://www.indiascienceandtechnology.gov.in/research/carbon-sequestration-and-development-low-carbon-stabilised-compressed-earth-blocks-utilising-slags?field_area_id=2396
GRANT_00353,A novel high dimensional interpolation scheme in reduced order models of stochastic dynamical systems,,2024,https://www.indiascienceandtechnology.gov.in/research/novel-high-dimensional-interpolation-scheme-reduced-order-models-stochastic-dynamical-systems?field_area_id=2396
GRANT_00354,Smart Power Electronic-based Active Paralleling and Digital Twin Systems with IoT for Robust Design of Electric Vehicle Batteries,,2024,https://www.indiascienceandtechnology.gov.in/research/smart-power-electronic-based-active-paralleling-and-digital-twin-systems-iot-robust-design-electric?field_area_id=2396
GRANT_00355,Design and development of Micro-cast heat sink out of Al-Si-MWCNT alloy composite for Thermal management of CPUs of High-Performance Servers,,2024,https://www.indiascienceandtechnology.gov.in/research/design-and-development-micro-cast-heat-sink-out-al-si-mwcnt-alloy-composite-thermal-management-cpus?field_area_id=2396
GRANT_00356,Studies on Gaseous Mixing and Shock Waves in Supercritical and Transcritical CO2 Ejectors for Refrigeration Applications,,2024,https://www.indiascienceandtechnology.gov.in/research/studies-gaseous-mixing-and-shock-waves-supercritical-and-transcritical-co2-ejectors-refrigeration?field_area_id=2396
GRANT_00357,Design of Cooperative Formation Control for Multi-Vehicle Systems,,2024,https://www.indiascienceandtechnology.gov.in/research/design-cooperative-formation-control-multi-vehicle-systems?field_area_id=2396
GRANT_00358,Design of Robust Re-entrant Cavity Resonators and Their RF Readout Circuits for Sensing Applications,,2024,https://www.indiascienceandtechnology.gov.in/research/design-robust-re-entrant-cavity-resonators-and-their-rf-readout-circuits-sensing-applications?field_area_id=2396
GRANT_00359,Development of Spinel-based Stable High-Voltage Lithium-ion Batteries,,2023,https://www.indiascienceandtechnology.gov.in/research/development-spinel-based-stable-high-voltage-lithium-ion-batteries?field_area_id=2396
GRANT_00360,"IRS-Assisted Uplink, Downlink, and Full Duplex Satellite Communication and Its Prototyping",,2023,https://www.indiascienceandtechnology.gov.in/research/irs-assisted-uplink-downlink-and-full-duplex-satellite-communication-and-its-prototyping?field_area_id=2396
GRANT_00361,Investigation of thin-film delafossite materials for spin-orbit torque-based energy-efficient non-volatile memory applications,,2023,https://www.indiascienceandtechnology.gov.in/research/investigation-thin-film-delafossite-materials-spin-orbit-torque-based-energy-efficient-non-volatile?field_area_id=2396
GRANT_00362,Robust mechanical methods for production of high fidelity metal powders,,2023,https://www.indiascienceandtechnology.gov.in/research/robust-mechanical-methods-production-high-fidelity-metal-powders?field_area_id=2396
GRANT_00363,"A toolkit to design, analyze and fabricate inflatable structures",,2023,https://www.indiascienceandtechnology.gov.in/research/toolkit-design-analyze-and-fabricate-inflatable-structures?field_area_id=2396
GRANT_00364,Direct numerical simulation of speech flow during conversations: effect of loudness and background ventilation,,2023,https://www.indiascienceandtechnology.gov.in/research/direct-numerical-simulation-speech-flow-during-conversations-effect-loudness-and-background?field_area_id=2396
GRANT_00365,Empowering UAV Autonomy Through Innovative Control Design,,2023,https://www.indiascienceandtechnology.gov.in/research/empowering-uav-autonomy-through-innovative-control-design?field_area_id=2396
GRANT_00366,Performance-reliability Co-design Approach for High-performance and High Reliability Normally OFF Vertical β-Ga2O3 Field Effect Transistors (FETs),,2023,https://www.indiascienceandtechnology.gov.in/research/performance-reliability-co-design-approach-high-performance-and-high-reliability-normally-vertical-%CE%B2?field_area_id=2396
GRANT_00367,Mechanics of dense granular materials and particle-liquid suspensions,,2023,https://www.indiascienceandtechnology.gov.in/research/mechanics-dense-granular-materials-and-particle-liquid-suspensions?field_area_id=2396
GRANT_00368,Multi-dimensional Quantum Coding and fault-Tolerant Circuit Architectures,,2023,https://www.indiascienceandtechnology.gov.in/research/multi-dimensional-quantum-coding-and-fault-tolerant-circuit-architectures?field_area_id=2396
GRANT_00369,Mechanism of force propagation in cohesive granular materials,,2023,https://www.indiascienceandtechnology.gov.in/research/mechanism-force-propagation-cohesive-granular-materials?field_area_id=2396
GRANT_00370,An Eulerian-Lagrangian model to study the transmission of aerosols during speech,,2023,https://www.indiascienceandtechnology.gov.in/research/eulerian-lagrangian-model-study-transmission-aerosols-during-speech?field_area_id=2396
GRANT_00371,Bridging Quantum Physics with Theoretical Computer Science and Graph Theory,,2023,https://www.indiascienceandtechnology.gov.in/research/bridging-quantum-physics-theoretical-computer-science-and-graph-theory?field_area_id=2396
GRANT_00372,Bubbly flow past fixed and elastically-mounted bluff bodies: Vortex bubble interactions and their effects on flow-induced vibrations,,2023,https://www.indiascienceandtechnology.gov.in/research/bubbly-flow-past-fixed-and-elastically-mounted-bluff-bodies-vortex-bubble-interactions-and-their?field_area_id=2396
GRANT_00373,"Conductive yarn-based electrodes for use in portable, wearable device for treatment of urinary incontinence and other biomedical applications",,2023,https://www.indiascienceandtechnology.gov.in/research/conductive-yarn-based-electrodes-use-portable-wearable-device-treatment-urinary-incontinence-and?field_area_id=2396
GRANT_00374,Design and Hardware Implementation of Non-von-Neumann Accelerators for Energy Constrained Edge Computing Applications,,2023,https://www.indiascienceandtechnology.gov.in/research/design-and-hardware-implementation-non-von-neumann-accelerators-energy-constrained-edge-computing?field_area_id=2396
GRANT_00375,High-Temperature Fatigue Behaviour of Laser Peened Additively Manufactured Titanium Aluminide for Aerospace Applications,,2023,https://www.indiascienceandtechnology.gov.in/research/high-temperature-fatigue-behaviour-laser-peened-additively-manufactured-titanium-aluminide-aerospace?field_area_id=2396
GRANT_00376,Full duplex communication for Intelligent reflecting surface (IRS) using index modulation,,2023,https://www.indiascienceandtechnology.gov.in/research/full-duplex-communication-intelligent-reflecting-surface-irs-using-index-modulation?field_area_id=2396
GRANT_00377,Fundamental aspects of bio-enzyme stabilisation to mitigate liquefaction in sands,,2023,https://www.indiascienceandtechnology.gov.in/research/fundamental-aspects-bio-enzyme-stabilisation-mitigate-liquefaction-sands?field_area_id=2396
GRANT_00378,Joint STO and CFO Estimation for Intelligent Reflecting Surface (IRS) Assisted OFDM/OTFS using Deep Learning,,2023,https://www.indiascienceandtechnology.gov.in/research/joint-sto-and-cfo-estimation-intelligent-reflecting-surface-irs-assisted-ofdmotfs-using-deep?field_area_id=2396
GRANT_00379,Loop Thermosyphon for Thermal Management of Electric Vehicle Traction Motors,,2023,https://www.indiascienceandtechnology.gov.in/research/loop-thermosyphon-thermal-management-electric-vehicle-traction-motors?field_area_id=2396
GRANT_00380,Singlet-fission enhanced silicon solar cells,,2023,https://www.indiascienceandtechnology.gov.in/research/singlet-fission-enhanced-silicon-solar-cells?field_area_id=2396
GRANT_00381,Nanometer-scale Ultra-low Energy Molecular Memristors,,2023,https://www.indiascienceandtechnology.gov.in/research/nanometer-scale-ultra-low-energy-molecular-memristors?field_area_id=2396
GRANT_00382,The title of the project is: “Development of a magnetic sensor system using graphene Hall-effect device and CMOS Application Specific Integrated Circuit (ASIC)”. The ASIC implements a novel ambipolar gate modulation signal processing scheme which is uniquely applicable for graphene Hall-effect sensor (GHS). The ASIC provides bias and modulation signal for the GHS and amplifies and demodulates the sensor signal to achieve low-offset and low noise magnetic sensor performance.,,2023,https://www.indiascienceandtechnology.gov.in/research/title-project-%E2%80%9Cdevelopment-magnetic-sensor-system-using-graphene-hall-effect-device-and-cmos?field_area_id=2396
GRANT_00383,Toward the Rational Design of Defect-Tolerant Photovoltaics: From Molecular Design to Device Scale,,2023,https://www.indiascienceandtechnology.gov.in/research/toward-rational-design-defect-tolerant-photovoltaics-molecular-design-device-scale?field_area_id=2396
GRANT_00384,Platinum Overlayers on Nanostructured Electrodes,,2023,https://www.indiascienceandtechnology.gov.in/research/platinum-overlayers-nanostructured-electrodes?field_area_id=2396
GRANT_00385,Red mud industry waste blended with high voltage plasma for hazardous pollutants treatment from diesel exhaust,,2023,https://www.indiascienceandtechnology.gov.in/research/red-mud-industry-waste-blended-high-voltage-plasma-hazardous-pollutants-treatment-diesel-exhaust?field_area_id=2396
GRANT_00386,Rheocoalescence: Exploiting coalescence of complex fluid droplets to investigate rheological signatures,,2023,https://www.indiascienceandtechnology.gov.in/research/rheocoalescence-exploiting-coalescence-complex-fluid-droplets-investigate-rheological-signatures?field_area_id=2396
GRANT_00387,"Scalable, Cost Effective Flexible Photonic Integrated Circuits via Templated Fluid Instabilities",,2023,https://www.indiascienceandtechnology.gov.in/research/scalable-cost-effective-flexible-photonic-integrated-circuits-templated-fluid-instabilities?field_area_id=2396
GRANT_00388,Assessment of the antibacterial molecular mechanism of metal decorated self-antibacterial graphene-cellulose based scaffolds to combat chronic Methicillin-resistant Staphylococcus aureus (MRSA) osteomyelitis,,2022,https://www.indiascienceandtechnology.gov.in/research/assessment-antibacterial-molecular-mechanism-metal-decorated-self-antibacterial-graphene-cellulose?field_area_id=2396
GRANT_00389,Computational Microwave Imaging using Meta-surface,,2022,https://www.indiascienceandtechnology.gov.in/research/computational-microwave-imaging-using-meta-surface?field_area_id=2396
GRANT_00390,Control of Unknown Systems against Complex Specifications,,2022,https://www.indiascienceandtechnology.gov.in/research/control-unknown-systems-against-complex-specifications?field_area_id=2396
GRANT_00391,Data-driven modelling of transitionally turbulent laboratory flows,,2022,https://www.indiascienceandtechnology.gov.in/research/data-driven-modelling-transitionally-turbulent-laboratory-flows?field_area_id=2396
GRANT_00392,Design and Fabrication of Flexible Artificial Basilar Epithelium,,2022,https://www.indiascienceandtechnology.gov.in/research/design-and-fabrication-flexible-artificial-basilar-epithelium?field_area_id=2396
GRANT_00393,"Design, development and heat transfer analysis of flexible and rigid transfer lines for cryogenic applications",,2022,https://www.indiascienceandtechnology.gov.in/research/design-development-and-heat-transfer-analysis-flexible-and-rigid-transfer-lines-cryogenic?field_area_id=2396
GRANT_00394,Development of a Polymer Nanocomposite based Rapid Malaria Sensing Device,,2022,https://www.indiascienceandtechnology.gov.in/research/development-polymer-nanocomposite-based-rapid-malaria-sensing-device?field_area_id=2396
GRANT_00395,Development of Time Modulated Frequency Diverse (TMFD) MIMO Array for Accurate RADAR Detection,,2022,https://www.indiascienceandtechnology.gov.in/research/development-time-modulated-frequency-diverse-tmfd-mimo-array-accurate-radar-detection?field_area_id=2396
GRANT_00396,Hydrogenation of carbon dioxide (CO2) into methanol and DME - A potential alternative fuel for domestic and transport applications,,2022,https://www.indiascienceandtechnology.gov.in/research/hydrogenation-carbon-dioxide-co2-methanol-and-dme-potential-alternative-fuel-domestic-and-transport?field_area_id=2396
GRANT_00397,Fabrication of Lung-on-a-chip by Bioprinting for Studying Lung Fibrosis.,,2022,https://www.indiascienceandtechnology.gov.in/research/fabrication-lung-chip-bioprinting-studying-lung-fibrosis?field_area_id=2396
GRANT_00398,Fast and Scalable Algorithms for On-Board Routing of Autonomous Agents in Stochastic Dynamic Environments,,2022,https://www.indiascienceandtechnology.gov.in/research/fast-and-scalable-algorithms-board-routing-autonomous-agents-stochastic-dynamic-environments?field_area_id=2396
GRANT_00399,Measurement of Parkinson’s Tremor and assistive device design,,2022,https://www.indiascienceandtechnology.gov.in/research/measurement-parkinson%E2%80%99s-tremor-and-assistive-device-design?field_area_id=2396
GRANT_00400,Modelling spatial extremes using Max-Stable Processes across India,,2022,https://www.indiascienceandtechnology.gov.in/research/modelling-spatial-extremes-using-max-stable-processes-across-india?field_area_id=2396
GRANT_00401,"The development of beta titanium alloys by in-situ alloying using additive manufacturing: Processing, microstructure and mechanical properties",,2022,https://www.indiascienceandtechnology.gov.in/research/development-beta-titanium-alloys-situ-alloying-using-additive-manufacturing-processing?field_area_id=2396
GRANT_00402,Ultra-Low Power Analog Machine Learning Chip for Acoustic Pattern Recognizer Using Open Source EDA Tools,,2022,https://www.indiascienceandtechnology.gov.in/research/ultra-low-power-analog-machine-learning-chip-acoustic-pattern-recognizer-using-open-source-eda-tools?field_area_id=2396
GRANT_00403,Role of dislocations slip mode on the fatigue behavior of novel complex concentrated alloys,,2022,https://www.indiascienceandtechnology.gov.in/research/role-dislocations-slip-mode-fatigue-behavior-novel-complex-concentrated-alloys?field_area_id=2396
GRANT_00404,Nonlinear Dynamics of Topological Mechanical Metamaterials,,2022,https://www.indiascienceandtechnology.gov.in/research/nonlinear-dynamics-topological-mechanical-metamaterials?field_area_id=2396
GRANT_00405,Design and Implementation of a Robust Machine Learning Hardware Accelerator with Adversarial Fault Attack Countermeasures,,2024,https://www.indiascienceandtechnology.gov.in/research/design-and-implementation-robust-machine-learning-hardware-accelerator-adversarial-fault-attack?field_area_id=2457
GRANT_00406,Explainable artificial intelligence methods for studying structural variations in ageing brain,,2024,https://www.indiascienceandtechnology.gov.in/research/explainable-artificial-intelligence-methods-studying-structural-variations-ageing-brain?field_area_id=2457
GRANT_00407,Bridging the Gap Between Theory and Practice: Towards Approximation Algorithms for Practical Instances,,2024,https://www.indiascienceandtechnology.gov.in/research/bridging-gap-between-theory-and-practice-towards-approximation-algorithms-practical-instances?field_area_id=2457
GRANT_00408,Rational Cryptography : Fooling the Adversarial Mind,,2024,https://www.indiascienceandtechnology.gov.in/research/rational-cryptography-fooling-adversarial-mind?field_area_id=2457
GRANT_00409,Unified GeoSpatial Interface UGI enabled Data Exchange and Spatial Analytics Engine for Geo-spatial Data Science Applications,,2023,https://www.indiascienceandtechnology.gov.in/research/unified-geospatial-interface-ugi-enabled-data-exchange-and-spatial-analytics-engine-geo-spatial-data?field_area_id=2457
GRANT_00410,A Method and System for True Random Number Generation Using Electron Trapping in Tunnel Junction,,2023,https://www.indiascienceandtechnology.gov.in/research/method-and-system-true-random-number-generation-using-electron-trapping-tunnel-junction?field_area_id=2457
GRANT_00411,Autonomous navigation in a crowded environment using AI/ML,,2023,https://www.indiascienceandtechnology.gov.in/research/autonomous-navigation-crowded-environment-using-aiml?field_area_id=2457
GRANT_00412,"Deep Learning based Explainable, Cluster Structure Assessment in Complex High-Dimensional Data",,2023,https://www.indiascienceandtechnology.gov.in/research/deep-learning-based-explainable-cluster-structure-assessment-complex-high-dimensional-data?field_area_id=2457
GRANT_00413,Ultralow power magnetoelectric nonvolatile memory devices for AI computing: A potential pathway to revolutionize the IoT technology,,2023,https://www.indiascienceandtechnology.gov.in/research/ultralow-power-magnetoelectric-nonvolatile-memory-devices-ai-computing-potential-pathway?field_area_id=2457
GRANT_00414,"Design, analysis and real-time implementation of low-complexity receivers and spectrally efficient channel estimation schemes for 6G multi-user MIMO/massive MIMO-OTFS systems",,2022,https://www.indiascienceandtechnology.gov.in/research/design-analysis-and-real-time-implementation-low-complexity-receivers-and-spectrally-efficient?field_area_id=2457
GRANT_00415,"Proteo-genomic analysis of SARS-CoV-2: A clinical landscape of SNPs, COVID-19 proteome and host responses",,2020,https://www.indiascienceandtechnology.gov.in/research/proteo-genomic-analysis-sars-cov-2-clinical-landscape-snps-covid-19-proteome-and-host-responses?field_area_id=2457
GRANT_00416,CovidWATCH: Rapid monitoring tool for regions with low smartphone penetration,,2020,https://www.indiascienceandtechnology.gov.in/research/covidwatch-rapid-monitoring-tool-regions-low-smartphone-penetration?field_area_id=2457
GRANT_00417,Coswara: Speech and sound based diagnostics,,2020,https://www.indiascienceandtechnology.gov.in/research/coswara-speech-and-sound-based-diagnostics?field_area_id=2457
GRANT_00418,GoCoronaGo – Contact tracing app and network analytics,,2020,https://www.indiascienceandtechnology.gov.in/research/gocoronago-%E2%80%93-contact-tracing-app-and-network-analytics?field_area_id=2457
GRANT_00419,Mobile diagnostic testing lab for COVID-19,,2020,https://www.indiascienceandtechnology.gov.in/research/mobile-diagnostic-testing-lab-covid-19?field_area_id=2457
GRANT_00420,S3 medical oxygen generator,,2020,https://www.indiascienceandtechnology.gov.in/research/s3-medical-oxygen-generator?field_area_id=2457
GRANT_00421,"Role of respiratory droplets, drying dynamics and transmission routes during COVID-19",,2020,https://www.indiascienceandtechnology.gov.in/research/role-respiratory-droplets-drying-dynamics-and-transmission-routes-during-covid-19?field_area_id=2457
GRANT_00422,Cohorting to isolate asymptomatic spreaders: An agent-based simulation study on the Mumbai Suburban Railway,,2020,https://www.indiascienceandtechnology.gov.in/research/cohorting-isolate-asymptomatic-spreaders-agent-based-simulation-study-mumbai-suburban-railway?field_area_id=2457
GRANT_00423,PDE-based modelling of COVID-19 infections,,2020,https://www.indiascienceandtechnology.gov.in/research/pde-based-modelling-covid-19-infections?field_area_id=2457
GRANT_00424,Direct numerical simulation of “cough/sneeze flows” to understand transmission dynamics of COVID-19 infections,,2020,https://www.indiascienceandtechnology.gov.in/research/direct-numerical-simulation-%E2%80%9Ccoughsneeze-flows%E2%80%9D-understand-transmission-dynamics-covid-19-infections?field_area_id=2457
GRANT_00425,Strategies for rapid suppression of COVID-19 transmission in small world communities,,2020,https://www.indiascienceandtechnology.gov.in/research/strategies-rapid-suppression-covid-19-transmission-small-world-communities?field_area_id=2457
GRANT_00426,COVID-19 infection rate estimation,,2020,https://www.indiascienceandtechnology.gov.in/research/covid-19-infection-rate-estimation?field_area_id=2457
GRANT_00427,Framework for studying testing strategies for COVID-19,,2020,https://www.indiascienceandtechnology.gov.in/research/framework-studying-testing-strategies-covid-19?field_area_id=2457
GRANT_00428,"Predicting medical inventory, asymptomatics and lockdown effects",,2020,https://www.indiascienceandtechnology.gov.in/research/predicting-medical-inventory-asymptomatics-and-lockdown-effects?field_area_id=2457
GRANT_00429,COVID-19 automatic phase analysis,,2020,https://www.indiascienceandtechnology.gov.in/research/covid-19-automatic-phase-analysis?field_area_id=2457
GRANT_00430,Modeling of epidemic spread in Indian urban conditions,,2020,https://www.indiascienceandtechnology.gov.in/research/modeling-epidemic-spread-indian-urban-conditions?field_area_id=2457
GRANT_00431,In-Vitro Fluorescence Microscopy Studies Show Retention of Spike-Protein (SARS-CoV-2) on Cell Membrane in the Presence of Amodiaquin Dihydrochloride Dihydrate Drug,,2020,https://www.indiascienceandtechnology.gov.in/research/vitro-fluorescence-microscopy-studies-show-retention-spike-protein-sars-cov-2-cell-membrane-presence?field_area_id=2457
GRANT_00432,Dr-COVID: Graph Neural Networks for SARS-CoV-2 Drug Repurposing,,2020,https://www.indiascienceandtechnology.gov.in/research/dr-covid-graph-neural-networks-sars-cov-2-drug-repurposing?field_area_id=2457
GRANT_00433,Spatio-temporal predictive modeling framework for infectious disease spread,,2020,https://www.indiascienceandtechnology.gov.in/research/spatio-temporal-predictive-modeling-framework-infectious-disease-spread?field_area_id=2457
GRANT_00434,COVID-19 epidemic: unlocking the lockdown in India,,2020,https://www.indiascienceandtechnology.gov.in/research/covid-19-epidemic-unlocking-lockdown-india?field_area_id=2457
GRANT_00435,City-scale agent-based simulators for the study of non-pharmaceutical interventions in the context of the COVID-19 epidemic,,2020,https://www.indiascienceandtechnology.gov.in/research/city-scale-agent-based-simulators-study-non-pharmaceutical-interventions-context-covid-19-epidemic?field_area_id=2457
GRANT_00436,Mechanistic modeling of the SARS-CoV-2 and immune system interplay,,2020,https://www.indiascienceandtechnology.gov.in/research/mechanistic-modeling-sars-cov-2-and-immune-system-interplay?field_area_id=2457
GRANT_00437,Functional genomics of Indian SARS-CoV-2,,2020,https://www.indiascienceandtechnology.gov.in/research/functional-genomics-indian-sars-cov-2?field_area_id=2457
GRANT_00438,Dynamic Modelling and Optimal Management of Air-traffic over Indian Airspace,,2019,https://www.indiascienceandtechnology.gov.in/research/dynamic-modelling-and-optimal-management-air-traffic-over-indian-airspace?field_area_id=2457
GRANT_00439,Digitization of ancient manuscripts in Thigalari and Grantha scripts using multimodal recognition of speech and online handwritten transcript of an expert in the loop,,2019,https://www.indiascienceandtechnology.gov.in/research/digitization-ancient-manuscripts-thigalari-and-grantha-scripts-using-multimodal-recognition-speech?field_area_id=2457
GRANT_00440,NFC-based multi-sensor platform to monitor transportation and storage integrity of lifesaving pharmaceutical products,,2019,https://www.indiascienceandtechnology.gov.in/research/nfc-based-multi-sensor-platform-monitor-transportation-and-storage-integrity-lifesaving?field_area_id=2457
GRANT_00441,A Smart factory test bed for Assessment of Certification worthiness for Design Transfer and changes in Medical Electronic SMEs,,2019,https://www.indiascienceandtechnology.gov.in/research/smart-factory-test-bed-assessment-certification-worthiness-design-transfer-and-changes-medical?field_area_id=2457
GRANT_00442,High voltage & ESD device development & enablement for SCL 180nm CMOS Technology,,2026,https://www.indiascienceandtechnology.gov.in/research/high-voltage-esd-device-development-enablement-scl-180nm-cmos-technology?field_area_id=2457
