topic_id,total_docs,recent_docs,growth_percent,trend_score,Topic,Count,Name,Representation,Representative_Docs,trend_category
45,87,21,-23.076923076923077,-103.3231572571894,45,87,45_gas_ammonia_chemiresistive_sensing,"['gas', 'ammonia', 'chemiresistive', 'sensing', 'zno', 'room', 'sensor', 'thin', 'film', 'ethanol']","['cvd grow cuprous oxide thin film base high performance chemiresistive ammonia gas sensor', 'tungsten disulphide nanosheet high performance chemiresistive ammonia gas sensor', 'tio2 thin film optimization ammonia gas sensing']",Declining
78,64,26,-25.0,-104.35968174739092,78,64,78_co2_oxygen_reaction_ceria,"['co2', 'oxygen', 'reaction', 'ceria', 'electrocatalyst', 'electrolysis', 'operando', 'oxidation', 'catalyst', 'cu']","['oxygen reduction reaction solid oxide fuel cell', 'operando insight co2 electrolysis pr gd dope ceria electrode role h2', 'oxygen reduction reaction fe dope cu oxide electrode']",Declining
5,302,87,-18.367346938775512,-104.94611275425372,5,163,5_biodiesel_diesel_engine_biomass,"['biodiesel', 'diesel', 'engine', 'biomass', 'oil', 'production', 'fuel', 'biogas', 'blend', 'ignition']","['experimental investigation direct injection diesel engine waste plastic oil fuel', 'effect novel bio waste derive nano particle additive performance diesel engine fuel waste cooking oil biodiesel blend', 'biodiesel biomass production sustainable biodiesel fuel']",Declining
9,186,50,-20.689655172413794,-108.22983345216387,9,140,9_education_course_student_outcome,"['education', 'course', 'student', 'outcome', 'teaching', 'online', 'transformations', 'courses', 'curriculum', 'obe']","['enhancement programme outcomes cryptography network security course alternate assessment tool approach outcome base education', 'effectiveness project base learning outcome based education- case study', 'enhancement program outcomes cryptography network security course alternate assessment tool approach outcome base education']",Declining
41,89,26,-25.0,-112.49524175825663,41,89,41_manifold_metric_khler_bergman,"['manifold', 'metric', 'khler', 'bergman', 'holomorphic', 'bundle', 'kobayashi', 'hypersurface', 'manifolds', 'rigidity']","['growth bergman metric near point infinite type', 'kobayashi complete domain complex manifold', 'metric rigidity kähler manifold low ricci bound maximal volume']",Declining
67,67,13,-33.33333333333333,-140.65025683920354,67,68,67_scheduling_cloud_workload_task,"['scheduling', 'cloud', 'workload', 'task', 'resource', 'environment', 'computing', 'vm', 'center', 'virtual']","['ga base efficient resource allocation task scheduling multi cloud environment', 'cost performance aware scheduling technique cloud computing environment', 'resource efficient workload task scheduling cloud assist internet thing environment']",Declining
59,73,13,-33.33333333333333,-143.46883644013897,59,73,59_glass_borate_glasses_chalcogenide,"['glass', 'borate', 'glasses', 'chalcogenide', 'vanadate', 'tellurite', 'te', 'ge', 'dope', 'niobo']","['glass formation thermal stability optical property se te rich ge se te glass', 'glass formation thermal stability fragility minimum ge te se glass', 'investigation physical structural luminescence properties nickel oxide doped lithium strontium borate glass']",Declining
10,207,77,-28.26086956521739,-150.84346746981984,10,140,10_blockchain_record_records_ethereum,"['blockchain', 'record', 'records', 'ethereum', 'technology', 'supply', 'chain', 'contract', 'privacy', 'decentralized']","['healthcare management system blockchain', 'blockchain technology applications', 'blockchain']",Declining
77,62,11,-37.5,-155.36755223968248,77,64,77_fog_computing_sdn_defined,"['fog', 'computing', 'sdn', 'defined', 'edge', 'software', 'arjun', 'controller', 'mobile', 'offloading']","['mobile cloud offloading framework shubha rao sneha girish ananthanarayanan venkitakrishnan arjun arjun chandra int j. appl math ijam pissn 1311 1728 eissn 1314 8060 vol 39 2026 author shubha rao sneha girish ananthanarayanan venkitakrishnan arjun arjun chan', 'novel task offloading scheduling framework fog computing', 'study scheduling fog computing']",Declining
92,55,22,-40.0,-161.014067629406,92,55,92_reluctance_switched_operate_pulse,"['reluctance', 'switched', 'operate', 'pulse', 'rotor', 'torque', 'generator', 'rpm', 'rms', 'slitted']","['modified single pulse operate switched reluctance generator modeling analysis experimental verification', 'predictive control output current single pulse operate switched reluctance generator', 'analysis switched reluctance generator operate modified single pulse mode']",Declining
88,58,22,-40.0,-163.10149775622878,88,58,88_uav_planning_aerial_unmanned,"['uav', 'planning', 'aerial', 'unmanned', 'corridor', 'coverage', 'intersection', 'avoidance', 'path', 'conflict']","['multi uav 3d hierarchical coverage path planning dynamic environments large complex structures', 'multiple lane uav corridor planning urban mobility system applications', 'multi lane uav traffic management path intersection planning']",Declining
54,72,22,-40.0,-171.61837764593565,54,74,54_steganography_encryption_watermarking_chaotic,"['steganography', 'encryption', 'watermarking', 'chaotic', 'lsb', 'cryptography', 'image', 'images', 'pixel', 'secure']","['image steganography lsb embed edge adaptive approach', 'enhance cloud security cryptography steganography techniques', 'secure medical image encryption lsb steganography']",Declining
70,66,17,-41.66666666666667,-175.19552580795693,70,68,70_health_healthcare_monitoring_iot,"['health', 'healthcare', 'monitoring', 'iot', 'wearable', 'patient', 'remote', 'smart', 'care', 'vital']","['iot base health monitoring system real time patient monitoring', 'portable iot smart device healthcare remote health monitoring', 'smart health monitoring system']",Declining
28,128,32,-38.095238095238095,-185.1357106423494,28,109,28_software_bug_testing_static,"['software', 'bug', 'testing', 'static', 'code', 'race', 'programs', 'automation', 'program', 'jenkins']","['software bug prediction supervised machine learning algorithm', 'effect programming language software bug prediction', 'automation testing jenkins software development']",Declining
108,50,10,-50.0,-196.59128163621628,108,50,108_hardy_operator_heisenberg_sobolev,"['hardy', 'operator', 'heisenberg', 'sobolev', 'theorem', 'toeplitz', 'group', 'spaces', 'symmetric', 'fractional']","['hardy inequality fractional power grushin operator', 'extension problem trace hardy hardy inequality fractional laplacian', 'characterization symmetric toeplitz operator class conjugation hardy space']",Declining
95,51,13,-50.0,-197.56218592907138,95,54,95_buck_boost_converter_dc,"['buck', 'boost', 'converter', 'dc', 'interleaved', 'synchronous', 'inductor', 'gain', 'voltage', 'photovoltaic']","['design buck converter', 'switch capacitor base buck boost converter analysis', 'novel dc dc converter extended range gain buck boost application']",Declining
39,101,26,-44.44444444444444,-205.5543472570787,39,90,39_bragg_grating_fiber_sensor,"['bragg', 'grating', 'fiber', 'sensor', 'fbg', 'etched', 'optic', 'bessel', 'gauss', 'packaged']","['internet thing enable structural health monitoring fiber bragg grating sensor', 'fiber bragg grating base optical sensor pulse morphology', 'fiber bragg grating temperature sensor human body temperature monitoring']",Declining
3,348,103,-35.9375,-210.4166472041497,3,178,3_gravitational_black_dark_hole,"['gravitational', 'black', 'dark', 'hole', 'gravity', 'matter', 'white', 'dwarf', 'neutron', 'primordial']","['gravitational wave f(r gravity possible signature sub- super chandrasekhar limiting mass white dwarfs', 'primordial black hole gravitational wave signature', 'continuous gravitational wave magnetize white dwarf']",Declining
0,555,154,-34.04255319148936,-215.17509086810492,0,278,0_epoxy_fiber_composite_reinforce,"['epoxy', 'fiber', 'composite', 'reinforce', 'jute', 'fibre', 'glass', 'composites', 'mechanical', 'laminates']","['damp free vibration analysis woven glass fiber reinforce epoxy composite laminates', 'fabrication microstructure study wear characteristics coconut shell powder fill natural sisal jute fiber reinforced epoxy composites', 'development investigation mechanical property natural fiber reinforce polymer composite']",Declining
89,57,14,-54.54545454545454,-221.4787096661683,89,57,89_pose_depth_3d_human,"['pose', 'depth', '3d', 'human', 'reconstruction', 'point', 'terrain', 'lunar', 'estimation', 'motion']","['uncertainty aware adaptation self supervise 3d human pose estimation', 'lunar terrain depth mapping 3d reconstruction benchmarke seven depth estimation model', 'self supervise 3d human pose estimation guided novel image synthesis']",Declining
8,240,84,-40.74074074074074,-223.4546898829526,8,153,8_graph_vertex_graphs_domination,"['graph', 'vertex', 'graphs', 'domination', 'laceability', 'cover', 'percolation', 'dominating', 'approximation', 'indices']","['edge irregularity strength line graph line cut vertex graph comb graph', 'generalized vertex energy graph', 'domination double vertex graphs']",Declining
1,471,163,-36.633663366336634,-225.55269551155004,1,235,1_magnetic_ferrite_spin_spinel,"['magnetic', 'ferrite', 'spin', 'spinel', 'multiferroic', 'cofe2o4', 'bifeo3', 'co', 'pt', 'magnetoelectric']","['determination magnetic property spinel ferrite 57fe zero field nmr', 'strain tune magnetic anisotropy nickel zinc ferrite thin film', 'metal co substitution assist electrical magnetic property ferrite cofe2o4']",Declining
66,67,21,-56.25,-237.347308416156,66,69,66_stock_market_price_portfolio,"['stock', 'market', 'price', 'portfolio', 'banking', 'financial', 'fund', 'forecasting', 'series', 'volatility']","['stock price classification base hybrid feature selection method', 'stock price prediction', 'stock market prediction machine learning']",Declining
29,122,32,-58.333333333333336,-280.710754063391,29,104,29_machining_roughness_cutting_taguchi,"['machining', 'roughness', 'cutting', 'taguchi', 'surface', 'cut', 'milling', 'tool', 'insert', 'hard']","['analyze effect machining parameter surface roughness machine surface vision system', 'investigation effect machining parameter machining force roughness micro milling titanium gr5 gr12 alloy dry machining condition carbide tool', 'influence machining parameter surface roughness tool life machining en24 grade alloy steel']",Declining
2,443,131,-47.12643678160919,-287.27449087324277,2,223,2_ion_battery_cathode_batteries,"['ion', 'battery', 'cathode', 'batteries', 'sodium', 'lithium', 'li', 'na', 'anode', 'rechargeable']","['mechanistic insight ion transport layered materials sodium ion rechargeable batteries', 'manganese base tunnel type cathode materials secondary li ion ion batteries', 'nanostructured cathode materials li‐/na‐ion aqueous non‐aqueous batteries']",Declining
101,51,14,-76.92307692307693,-303.9418245062637,101,52,101_insulators_polymeric_outdoor_hvdc,"['insulators', 'polymeric', 'outdoor', 'hvdc', 'surge', 'insulator', 'arresters', 'insulation', 'kv', 'transformer']","['stress control polymeric outdoor insulators nonlinear resistive field grading materials operate different condition', 'superhydrophobic coating performance enhancement polymeric outdoor insulators hvdc systems', 'failure analysis polymeric outdoor insulator hvdc converter station']",Declining
20,155,20,-62.5,-315.6160004530961,20,118,20_covid19_pandemic_lockdown_epidemic,"['covid19', 'pandemic', 'lockdown', 'epidemic', 'covid', 'immunity', 'india', 'coronavirus', '2651', 'asymptomatic']","['modeling control lockdown exit strategies covid-19 pandemic india', 'model covid-19 pandemic asymptomatic patient lockdown herd immunity', 'decision support system scheduling lockdown covid-19 pandemic']",Declining
38,102,27,-68.18181818181817,-316.00424919747513,38,92,38_sentiment_twitter_sarcasm_tweet,"['sentiment', 'twitter', 'sarcasm', 'tweet', 'sentimental', 'social', 'aspect', 'reviews', 'tweets', 'sarcastic']","['survey analysis twitter opinion mining sentiment analysis', 'twitter sentiment analysis machine learning algorithms comparative analysis', 'rule base sentiment analysis twitter(x datum']",Declining
97,52,10,-80.0,-317.62335308416976,97,53,97_recommendation_movie_collaborative_filtering,"['recommendation', 'movie', 'collaborative', 'filtering', 'recommender', 'apache', 'spark', 'zomato', 'career', 'commerce']","['review movie recommendation system machine learning', 'movie recommendation system hybrid approach', 'movie recommendation system']",Declining
58,73,15,-78.57142857142857,-338.1765430374705,58,73,58_friction_stir_weld_welding,"['friction', 'stir', 'weld', 'welding', 'aluminum', 'dissimilar', 'aluminium', 'joint', 'titanium', 'alloy']","['tensile property aluminium copper alloy friction stir weld joint', 'tensile property aluminium copper alloy friction stir weld joint', 'friction stir welding design']",Declining
4,330,77,-63.793103448275865,-370.1351377395713,4,177,4_wear_sic_aluminium_matrix,"['wear', 'sic', 'aluminium', 'matrix', 'composites', 'mmc', 'composite', 'reinforce', 'mechanical', 'al7075']","['study microstructure wear property novel aluminium modify fly ash composite', 'study microstructure wear property novel aluminium modify fly ash composite', 'optimization wear behaviour al7075 sic al mmc statistical method']",Declining
